Tanggal,Bawang Merah,Bawang Merah Ukuran Sedang,Bawang Putih,Bawang Putih Ukuran Sedang,Beras,Beras Kualitas Bawah I,Beras Kualitas Bawah II,Beras Kualitas Medium I,Beras Kualitas Medium II,Beras Kualitas Super I,Beras Kualitas Super II,Cabai Merah,Cabai Merah Besar,Cabai Merah Keriting ,Cabai Rawit,Cabai Rawit Hijau,Cabai Rawit Merah,Daging Ayam,Daging Ayam Ras Segar,Daging Sapi,Daging Sapi Kualitas 1,Daging Sapi Kualitas 2,Gula Pasir,Gula Pasir Kualitas Premium,Gula Pasir Lokal,Minyak Goreng,Minyak Goreng Curah,Minyak Goreng Kemasan Bermerk 1,Minyak Goreng Kemasan Bermerk 2,Telur Ayam,Telur Ayam Ras Segar
2021-01-01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-01-04,"35,000","35,000","35,850","35,850","13,450","12,150","11,300","13,950","12,750","16,350","14,200","69,150","69,150","69,150","81,250","71,650","90,850","37,750","37,750","130,000","136,650","123,350","15,100","15,500","14,650","14,950","14,850","15,000","15,000","25,650","25,650"
2021-01-05,"35,000","35,000","35,850","35,850","13,450","12,150","11,300","13,950","12,750","16,350","14,200","69,150","69,150","69,150","82,900","71,650","94,150","37,750","37,750","130,000","136,650","123,350","15,100","15,500","14,650","14,950","14,850","15,000","15,000","25,650","25,650"
2021-01-06,"33,350","33,350","35,850","35,850","13,450","12,150","11,300","13,950","12,750","16,350","14,200","70,400","70,000","70,850","84,150","71,650","96,650","37,750","37,750","130,000","136,650","123,350","15,100","15,500","14,650","14,950","14,850","15,000","15,000","25,500","25,500"
2021-01-07,"33,350","33,350","35,850","35,850","13,450","12,150","11,300","13,950","12,750","16,350","14,200","70,400","70,000","70,850","87,500","76,650","98,350","37,900","37,900","129,150","135,850","122,500","15,000","15,350","14,650","14,950","14,850","15,000","15,000","25,350","25,350"
2021-01-08,"33,350","33,350","35,850","35,850","13,450","12,150","11,300","13,950","12,750","16,350","14,200","65,850","65,000","66,650","84,150","71,650","96,650","38,400","38,400","129,150","135,850","122,500","14,900","15,150","14,650","14,950","14,850","15,000","15,000","25,350","25,350"
2021-01-11,"34,150","34,150","35,000","35,000","13,450","12,150","11,300","13,950","12,750","16,350","14,200","61,250","61,650","60,850","80,850","68,350","93,350","38,250","38,250","129,150","135,850","122,500","14,900","15,150","14,650","14,950","14,850","15,000","15,000","25,000","25,000"
2021-01-12,"34,150","34,150","35,000","35,000","13,450","12,150","11,300","13,950","12,750","16,350","14,200","61,250","61,650","60,850","80,850","68,350","93,350","38,500","38,500","129,150","135,850","122,500","15,000","15,350","14,650","14,950","14,850","15,000","15,000","25,000","25,000"
2021-01-13,"34,150","34,150","35,000","35,000","13,450","12,150","11,300","13,950","12,750","16,350","14,200","60,850","60,000","61,650","81,650","70,000","93,350","38,600","38,600","129,150","135,850","122,500","15,000","15,350","14,650","14,950","14,850","15,000","15,000","24,850","24,850"
2021-01-14,"35,000","35,000","35,000","35,000","13,450","12,150","11,300","13,950","12,750","16,350","14,200","60,850","60,000","61,650","85,400","77,500","93,350","38,600","38,600","129,150","135,850","122,500","15,000","15,350","14,650","14,950","14,850","15,000","15,000","24,500","24,500"
2021-01-15,"35,000","35,000","35,000","35,000","13,450","12,150","11,300","13,950","12,750","16,350","14,200","61,650","61,650","61,650","84,600","77,500","91,650","38,600","38,600","129,150","135,850","122,500","15,000","15,350","14,650","14,950","14,850","15,000","15,000","24,150","24,150"
2021-01-18,"34,150","34,150","35,850","35,850","13,450","12,150","11,300","13,950","12,750","16,350","14,200","59,600","58,350","60,850","81,650","80,000","83,350","38,600","38,600","129,150","135,850","122,500","15,000","15,350","14,650","14,950","14,850","15,000","15,000","24,000","24,000"
2021-01-19,"34,150","34,150","35,850","35,850","13,450","12,150","11,300","13,950","12,750","16,350","14,200","59,600","58,350","60,850","82,500","80,000","85,000","38,500","38,500","129,150","135,850","122,500","14,900","15,350","14,500","14,950","14,850","15,000","15,000","23,500","23,500"
2021-01-20,"34,150","34,150","35,850","35,850","13,450","12,150","11,300","13,950","12,750","16,350","14,200","59,600","58,350","60,850","85,000","80,000","90,000","38,350","38,350","129,150","135,850","122,500","14,900","15,350","14,500","14,950","14,850","15,000","15,000","23,500","23,500"
2021-01-21,"34,150","34,150","35,850","35,850","13,450","12,150","11,300","13,950","12,750","16,350","14,200","59,600","58,350","60,850","85,000","80,000","90,000","38,350","38,350","129,150","135,850","122,500","14,900","15,350","14,500","14,950","14,850","15,000","15,000","23,350","23,350"
2021-01-22,"34,150","34,150","36,150","36,150","13,450","12,150","11,300","13,950","12,750","16,350","14,200","56,250","56,650","55,850","81,250","75,850","86,650","38,350","38,350","129,150","135,850","122,500","14,900","15,350","14,500","14,950","14,850","15,000","15,000","23,000","23,000"
2021-01-25,"35,000","35,000","36,150","36,150","13,450","12,150","11,300","13,950","12,750","16,350","14,200","55,850","56,650","55,000","81,250","80,000","82,500","37,850","37,850","133,350","139,150","127,500","14,750","15,150","14,350","14,950","14,850","15,000","15,000","22,850","22,850"
2021-01-26,"35,000","35,000","36,150","36,150","13,450","12,150","11,300","13,950","12,750","16,350","14,200","55,850","56,650","55,000","82,500","82,500","82,500","37,500","37,500","133,350","139,150","127,500","14,750","15,150","14,350","14,950","14,850","15,000","15,000","22,850","22,850"
2021-01-27,"35,000","35,000","36,150","36,150","13,450","12,150","11,300","13,950","12,750","16,350","14,200","55,850","56,650","55,000","85,000","85,850","84,150","37,150","37,150","133,350","139,150","127,500","14,750","15,150","14,350","14,950","14,850","15,000","15,000","22,850","22,850"
2021-01-28,"35,000","35,000","36,150","36,150","13,450","12,150","11,300","13,950","12,750","16,350","14,200","56,650","56,650","56,650","86,250","85,850","86,650","37,150","37,150","133,350","139,150","127,500","14,750","15,150","14,350","14,950","14,850","15,000","15,000","22,850","22,850"
2021-01-29,"35,000","35,000","36,150","36,150","13,450","12,150","11,300","13,950","12,750","16,350","14,200","56,650","56,650","56,650","87,100","85,850","88,350","36,350","36,350","130,850","136,650","125,000","14,750","15,150","14,350","14,950","14,850","15,000","15,000","22,850","22,850"
2021-02-01,"35,850","35,850","36,150","36,150","13,450","12,150","11,300","13,950","12,750","16,350","14,200","67,100","64,150","70,000","88,750","84,150","93,350","35,000","35,000","130,850","136,650","125,000","14,750","15,150","14,350","14,950","14,850","15,000","15,000","22,150","22,150"
2021-02-02,"35,850","35,850","36,150","36,150","13,450","12,150","11,300","13,950","12,750","16,350","14,200","67,100","64,150","70,000","90,400","84,150","96,650","35,000","35,000","130,850","136,650","125,000","14,750","15,150","14,350","14,950","14,850","15,000","15,000","22,150","22,150"
2021-02-03,"35,850","35,850","36,150","36,150","13,450","12,150","11,300","13,950","12,750","16,350","14,200","67,100","64,150","70,000","91,250","84,150","98,350","34,850","34,850","130,850","136,650","125,000","14,750","15,150","14,350","14,950","14,850","15,000","15,000","22,000","22,000"
2021-02-04,"35,850","35,850","36,150","36,150","13,450","12,150","11,300","13,950","12,750","16,350","14,200","67,900","65,850","70,000","90,400","84,150","96,650","35,000","35,000","130,850","136,650","125,000","14,750","15,150","14,350","14,950","14,850","15,000","15,000","22,500","22,500"
2021-02-05,"37,000","37,000","35,350","35,350","13,450","12,150","11,300","13,950","12,750","16,350","14,200","69,600","65,850","73,350","87,900","84,150","91,650","35,250","35,250","130,850","136,650","125,000","14,750","15,150","14,350","14,950","14,850","15,000","15,000","23,650","23,650"
2021-02-08,"39,150","39,150","35,350","35,350","13,450","12,150","11,300","13,950","12,750","16,350","14,200","72,100","67,500","76,650","86,250","83,350","89,150","35,850","35,850","129,150","135,000","123,350","14,750","15,150","14,350","14,950","14,850","15,000","15,000","24,150","24,150"
2021-02-09,"39,150","39,150","35,350","35,350","13,450","12,150","11,300","13,950","12,750","16,350","14,200","71,250","67,500","75,000","85,400","83,350","87,500","35,850","35,850","128,750","135,000","122,500","14,750","15,150","14,350","14,950","14,850","15,000","15,000","24,500","24,500"
2021-02-10,"40,850","40,850","35,350","35,350","13,450","12,150","11,300","13,950","12,750","16,350","14,200","71,250","67,500","75,000","85,400","83,350","87,500","36,250","36,250","128,750","135,000","122,500","14,750","15,150","14,350","14,950","14,850","15,000","15,000","24,500","24,500"
2021-02-11,"40,850","40,850","37,150","37,150","13,450","12,150","11,300","13,950","12,750","16,350","14,200","71,250","67,500","75,000","85,400","83,350","87,500","36,350","36,350","128,750","135,000","122,500","14,750","15,150","14,350","14,900","14,650","15,000","15,000","24,650","24,650"
2021-02-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-02-15,"41,650","41,650","35,850","35,850","13,450","12,150","11,300","13,950","12,750","16,350","14,200","65,400","61,650","69,150","90,000","81,650","98,350","36,000","36,000","128,750","135,000","122,500","14,750","15,150","14,350","14,900","14,650","15,000","15,000","25,000","25,000"
2021-02-16,"41,650","41,650","35,350","35,350","13,450","12,150","11,300","13,950","12,750","16,350","14,200","65,400","61,650","69,150","90,000","81,650","98,350","36,000","36,000","128,750","135,000","122,500","14,750","15,150","14,350","14,900","14,650","15,000","15,000","25,150","25,150"
2021-02-17,"41,650","41,650","35,350","35,350","13,450","12,150","11,300","13,950","12,750","16,350","14,200","64,600","61,650","67,500","88,350","80,000","96,650","36,000","36,000","128,750","135,000","122,500","14,750","15,150","14,350","14,950","14,850","15,000","15,000","25,350","25,350"
2021-02-18,"41,650","41,650","35,350","35,350","13,450","12,150","11,300","13,950","12,750","16,350","14,200","63,750","60,850","66,650","95,850","80,000","111,650","35,650","35,650","128,750","135,000","122,500","14,750","15,150","14,350","14,950","14,850","15,000","15,000","25,350","25,350"
2021-02-19,"41,650","41,650","35,350","35,350","13,450","12,150","11,300","13,950","12,750","16,350","14,200","62,500","60,000","65,000","95,850","80,000","111,650","35,650","35,650","128,750","135,000","122,500","14,750","15,150","14,350","14,950","14,850","15,000","15,000","25,350","25,350"
2021-02-22,"42,150","42,150","35,850","35,850","13,450","12,150","11,300","13,950","12,750","16,350","14,200","62,100","59,150","65,000","97,500","76,650","118,350","34,900","34,900","128,750","135,000","122,500","14,750","15,150","14,350","14,950","14,850","15,000","15,000","24,650","24,650"
2021-02-23,"42,150","42,150","35,850","35,850","13,450","12,150","11,300","13,950","12,750","16,250","14,200","61,250","57,500","65,000","96,650","76,650","116,650","34,900","34,900","128,750","135,000","122,500","14,750","15,150","14,350","14,950","14,850","15,000","15,000","24,650","24,650"
2021-02-24,"42,150","42,150","35,850","35,850","13,450","12,150","11,300","13,950","12,750","16,250","14,200","61,650","58,350","65,000","97,500","78,350","116,650","34,900","34,900","128,750","135,000","122,500","14,750","15,150","14,350","14,950","14,850","15,000","15,000","24,650","24,650"
2021-02-25,"42,150","42,150","35,850","35,850","13,450","12,150","11,300","13,950","12,750","16,250","14,200","60,400","55,850","65,000","99,150","78,350","120,000","35,000","35,000","128,750","135,000","122,500","14,750","15,150","14,350","14,950","14,850","15,000","15,000","24,650","24,650"
2021-02-26,"42,150","42,150","35,850","35,850","13,450","12,150","11,300","13,950","12,750","16,250","14,200","60,400","55,850","65,000","99,150","78,350","120,000","35,600","35,600","128,750","135,000","122,500","14,750","15,150","14,350","14,950","14,850","15,000","15,000","24,500","24,500"
2021-03-01,"45,000","45,000","36,650","36,650","13,450","12,150","11,300","13,950","12,750","16,250","14,200","62,500","56,650","68,350","102,500","76,650","128,350","36,400","36,400","128,750","135,000","122,500","14,750","15,150","14,350","14,950","14,850","15,000","15,000","24,350","24,350"
2021-03-02,"45,000","45,000","36,650","36,650","13,450","12,150","11,250","13,950","12,750","16,250","14,200","62,900","56,650","69,150","108,350","76,650","140,000","37,150","37,150","128,750","135,000","122,500","14,750","15,150","14,350","14,950","14,850","15,000","15,000","24,350","24,350"
2021-03-03,"45,000","45,000","36,650","36,650","13,450","12,150","11,250","13,950","12,750","16,250","14,200","62,100","56,650","67,500","109,150","75,000","143,350","37,150","37,150","128,750","135,000","122,500","14,750","15,150","14,350","14,950","14,850","15,000","15,000","24,500","24,500"
2021-03-04,"45,000","45,000","36,650","36,650","13,450","12,150","11,250","13,950","12,750","16,250","14,200","60,400","56,650","64,150","103,350","75,000","131,650","37,150","37,150","128,750","135,000","122,500","14,750","15,150","14,350","14,950","14,850","15,000","15,000","24,350","24,350"
2021-03-05,"44,150","44,150","36,650","36,650","13,450","12,150","11,250","13,950","12,750","16,250","14,200","60,400","56,650","64,150","101,650","75,000","128,350","37,600","37,600","128,750","135,000","122,500","14,750","15,150","14,350","14,950","14,850","15,000","15,000","24,350","24,350"
2021-03-08,"43,850","43,850","35,850","35,850","13,450","12,150","11,250","13,950","12,750","16,250","14,200","60,000","58,350","61,650","101,650","73,350","130,000","37,500","37,500","128,750","135,000","122,500","14,750","15,150","14,350","15,000","15,000","15,000","15,000","24,350","24,350"
2021-03-09,"43,850","43,850","35,850","35,850","13,450","12,150","11,250","13,950","12,750","16,250","14,200","60,000","58,350","61,650","101,650","73,350","130,000","37,500","37,500","128,750","135,000","122,500","14,750","15,150","14,350","15,000","15,000","15,000","15,000","24,350","24,350"
2021-03-10,"43,850","43,850","35,850","35,850","13,450","12,150","11,250","13,950","12,750","16,250","14,200","60,000","58,350","61,650","100,850","71,650","130,000","37,500","37,500","128,750","135,000","122,500","14,750","15,150","14,350","15,000","15,000","15,000","15,000","24,500","24,500"
2021-03-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-03-12,"43,850","43,850","35,850","35,850","13,400","12,150","11,250","13,950","12,750","16,100","14,200","58,750","58,350","59,150","97,500","66,650","128,350","37,150","37,150","128,750","135,000","122,500","14,750","15,150","14,350","15,000","15,000","15,000","15,000","24,350","24,350"
2021-03-15,"42,150","42,150","35,850","35,850","13,400","12,150","11,250","13,950","12,750","16,100","14,200","59,600","57,500","61,650","98,750","64,150","133,350","37,650","37,650","126,650","133,350","120,000","14,750","15,150","14,350","15,000","15,000","15,000","15,000","24,000","24,000"
2021-03-16,"41,650","41,650","35,850","35,850","13,400","12,150","11,250","13,950","12,750","16,100","14,200","57,900","55,850","60,000","98,750","64,150","133,350","37,650","37,650","126,650","133,350","120,000","14,750","15,150","14,350","15,000","15,000","15,000","15,000","23,650","23,650"
2021-03-17,"41,650","41,650","35,850","35,850","13,400","12,150","11,250","13,950","12,750","16,100","14,200","57,900","55,850","60,000","98,350","63,350","133,350","37,850","37,850","126,650","133,350","120,000","14,750","15,150","14,350","15,400","15,150","15,500","15,500","23,500","23,500"
2021-03-18,"41,650","41,650","35,850","35,850","13,400","12,150","11,250","13,950","12,750","16,100","14,200","57,900","55,850","60,000","98,350","63,350","133,350","37,850","37,850","126,650","133,350","120,000","14,750","15,150","14,350","15,400","15,150","15,500","15,500","23,350","23,350"
2021-03-19,"41,650","41,650","35,850","35,850","13,400","12,100","11,250","13,950","12,750","16,100","14,200","57,900","55,850","60,000","99,150","63,350","135,000","37,650","37,650","126,650","133,350","120,000","14,750","15,150","14,350","15,400","15,150","15,500","15,500","23,150","23,150"
2021-03-22,"40,850","40,850","35,850","35,850","13,400","12,100","11,250","13,950","12,750","16,100","14,200","56,650","53,350","60,000","93,350","61,650","125,000","36,850","36,850","126,650","133,350","120,000","14,750","15,150","14,350","15,400","15,150","15,500","15,500","23,000","23,000"
2021-03-23,"40,000","40,000","35,850","35,850","13,400","12,100","11,250","13,950","12,750","16,100","14,200","56,650","53,350","60,000","93,350","61,650","125,000","36,900","36,900","126,650","133,350","120,000","14,750","15,150","14,350","15,400","15,150","15,500","15,500","23,000","23,000"
2021-03-24,"39,150","39,150","35,850","35,850","13,400","12,100","11,250","13,950","12,750","16,100","14,200","56,650","53,350","60,000","93,350","61,650","125,000","36,900","36,900","126,650","133,350","120,000","14,750","15,150","14,350","15,400","15,150","15,500","15,500","23,000","23,000"
2021-03-25,"39,150","39,150","35,850","35,850","13,400","12,100","11,250","13,950","12,750","16,100","14,200","56,650","53,350","60,000","93,350","61,650","125,000","37,400","37,400","126,650","133,350","120,000","14,750","15,150","14,350","15,400","15,150","15,500","15,500","23,000","23,000"
2021-03-26,"39,150","39,150","35,850","35,850","13,400","12,100","11,250","13,950","12,750","16,100","14,200","59,600","57,500","61,650","94,150","63,350","125,000","37,400","37,400","126,650","133,350","120,000","14,750","15,150","14,350","15,400","15,150","15,500","15,500","22,850","22,850"
2021-03-29,"38,350","38,350","35,850","35,850","13,400","12,100","11,250","13,950","12,750","16,100","14,200","57,500","55,850","59,150","90,850","63,350","118,350","37,500","37,500","126,650","133,350","120,000","14,750","15,150","14,350","15,400","15,150","15,500","15,500","22,150","22,150"
2021-03-30,"38,350","38,350","35,850","35,850","13,400","12,100","11,250","13,950","12,750","16,100","14,200","57,500","55,850","59,150","88,350","63,350","113,350","38,100","38,100","126,650","133,350","120,000","14,750","15,150","14,350","15,400","15,150","15,500","15,500","22,000","22,000"
2021-03-31,"38,350","38,350","35,850","35,850","13,350","12,100","11,200","13,900","12,750","16,050","14,150","57,500","56,650","58,350","84,150","65,000","103,350","38,100","38,100","126,650","133,350","120,000","14,600","15,000","14,150","15,550","15,350","15,850","15,500","21,650","21,650"
2021-04-01,"38,350","38,350","35,850","35,850","13,350","12,100","11,200","13,900","12,750","16,050","14,150","58,350","58,350","58,350","84,150","65,000","103,350","38,500","38,500","126,650","133,350","120,000","14,600","15,000","14,150","15,550","15,350","15,850","15,500","21,650","21,650"
2021-04-02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-04-05,"36,650","36,650","35,000","35,000","13,350","12,100","11,200","13,900","12,750","16,050","14,150","59,150","61,650","56,650","77,500","60,000","95,000","39,250","39,250","126,650","133,350","120,000","14,600","15,000","14,150","15,550","15,350","15,850","15,500","22,400","22,400"
2021-04-06,"36,650","36,650","35,000","35,000","13,350","12,100","11,200","13,900","12,750","16,050","14,150","59,150","61,650","56,650","76,650","60,000","93,350","39,250","39,250","126,650","133,350","120,000","14,600","15,000","14,150","15,550","15,350","15,850","15,500","22,400","22,400"
2021-04-07,"36,650","36,650","35,850","35,850","13,350","12,100","11,200","13,900","12,750","16,050","14,150","59,150","63,350","55,000","73,350","60,000","86,650","40,600","40,600","126,650","133,350","120,000","14,600","15,000","14,150","15,550","15,350","15,850","15,500","23,500","23,500"
2021-04-08,"36,650","36,650","35,850","35,850","13,350","12,100","11,200","13,900","12,750","16,050","14,150","61,650","65,000","58,350","72,500","60,000","85,000","40,850","40,850","126,650","133,350","120,000","14,600","15,000","14,150","15,550","15,350","15,850","15,500","24,000","24,000"
2021-04-09,"36,650","36,650","35,850","35,850","13,350","12,100","11,200","13,900","12,750","16,050","14,150","60,850","63,350","58,350","72,500","60,000","85,000","41,250","41,250","126,650","133,350","120,000","14,600","15,000","14,150","15,550","15,350","15,850","15,500","24,000","24,000"
2021-04-12,"40,000","40,000","37,500","37,500","13,350","12,100","11,200","13,900","12,750","16,050","14,150","59,150","65,000","53,350","66,650","53,350","80,000","42,100","42,100","134,150","140,850","127,500","14,600","15,000","14,150","15,550","15,350","15,850","15,500","24,850","24,850"
2021-04-13,"39,150","39,150","37,500","37,500","13,350","12,100","11,200","13,900","12,750","16,050","14,150","59,150","65,000","53,350","65,850","53,350","78,350","42,100","42,100","134,150","140,850","127,500","14,600","15,000","14,150","15,550","15,350","15,850","15,500","25,650","25,650"
2021-04-14,"40,000","40,000","37,500","37,500","13,450","12,100","11,200","14,050","12,850","16,200","14,150","59,150","65,000","53,350","65,850","53,350","78,350","42,100","42,100","137,100","143,350","130,850","14,400","14,850","14,000","15,250","15,100","15,500","15,150","25,650","25,650"
2021-04-15,"40,000","40,000","37,500","37,500","13,450","12,100","11,200","14,050","12,850","16,200","14,150","65,000","70,000","60,000","68,350","55,000","81,650","42,000","42,000","137,100","143,350","130,850","14,400","14,850","14,000","15,250","15,100","15,500","15,150","25,650","25,650"
2021-04-16,"40,000","40,000","37,500","37,500","13,450","12,100","11,200","14,050","12,850","16,200","14,150","66,650","71,650","61,650","68,350","55,000","81,650","41,650","41,650","137,100","143,350","130,850","14,400","14,850","14,000","15,250","15,100","15,500","15,150","25,650","25,650"
2021-04-19,"40,000","40,000","38,350","38,350","13,450","12,100","11,200","14,050","12,850","16,200","14,150","60,850","66,650","55,000","61,650","53,350","70,000","41,500","41,500","137,100","143,350","130,850","14,400","14,850","14,000","15,250","15,100","15,500","15,150","25,500","25,500"
2021-04-20,"39,150","39,150","37,500","37,500","13,450","12,100","11,200","14,050","12,850","16,200","14,150","60,850","66,650","55,000","60,850","53,350","68,350","40,350","40,350","137,100","143,350","130,850","14,400","14,850","14,000","15,250","15,100","15,500","15,150","25,500","25,500"
2021-04-21,"39,150","39,150","37,500","37,500","13,450","12,100","11,200","14,050","12,850","16,200","14,150","60,850","66,650","55,000","60,850","53,350","68,350","39,600","39,600","136,650","143,350","130,000","14,400","14,850","14,000","15,400","15,150","15,650","15,350","25,500","25,500"
2021-04-22,"37,500","37,500","37,500","37,500","13,450","12,100","11,200","14,050","12,850","16,200","14,150","58,350","63,350","53,350","57,500","50,000","65,000","38,900","38,900","136,650","143,350","130,000","14,400","14,850","14,000","15,400","15,150","15,650","15,350","25,350","25,350"
2021-04-23,"37,500","37,500","37,500","37,500","13,450","12,100","11,200","14,050","12,850","16,200","14,150","58,350","63,350","53,350","57,500","50,000","65,000","38,750","38,750","136,650","143,350","130,000","14,400","14,850","14,000","15,400","15,150","15,650","15,350","25,000","25,000"
2021-04-26,"36,350","36,350","37,500","37,500","13,450","12,100","11,200","14,050","12,850","16,200","14,150","52,100","60,000","44,150","53,350","45,000","61,650","37,600","37,600","136,650","143,350","130,000","14,400","14,850","14,000","15,400","15,150","15,650","15,350","24,150","24,150"
2021-04-27,"36,350","36,350","37,500","37,500","13,450","12,100","11,200","14,050","12,850","16,200","14,150","52,100","60,000","44,150","53,350","45,000","61,650","37,500","37,500","136,650","143,350","130,000","14,400","14,850","14,000","15,400","15,150","15,650","15,350","24,150","24,150"
2021-04-28,"36,350","36,350","37,500","37,500","13,450","12,100","11,200","14,050","12,850","16,200","14,150","50,850","58,350","43,350","55,000","45,000","65,000","37,400","37,400","136,650","143,350","130,000","14,400","14,850","14,000","15,400","15,150","15,650","15,350","24,150","24,150"
2021-04-29,"36,350","36,350","37,500","37,500","13,400","12,050","11,150","14,000","12,800","16,200","14,150","50,850","59,450","42,200","55,000","45,000","65,000","37,850","37,850","136,650","143,350","130,000","14,400","14,850","14,000","15,400","15,150","15,650","15,350","24,150","24,150"
2021-04-30,"36,350","36,350","35,850","35,850","13,400","12,050","11,150","14,000","12,800","16,200","14,150","50,850","60,000","41,650","54,150","45,000","63,350","39,100","39,100","136,650","143,350","130,000","14,400","14,850","14,000","15,400","15,150","15,650","15,350","23,850","23,850"
2021-05-03,"37,150","37,150","35,850","35,850","13,400","12,050","11,150","14,000","12,800","16,200","14,150","55,000","63,350","46,650","55,000","45,000","65,000","39,650","39,650","140,000","146,650","133,350","14,400","14,850","14,000","15,400","15,150","15,650","15,350","23,850","23,850"
2021-05-04,"36,350","36,350","35,850","35,850","13,400","12,050","11,150","14,000","12,800","16,200","14,150","55,000","63,350","46,650","60,850","45,000","76,650","39,650","39,650","141,650","148,350","135,000","14,400","14,850","14,000","15,400","15,150","15,650","15,350","23,850","23,850"
2021-05-05,"36,350","36,350","35,850","35,850","13,400","12,050","11,150","14,000","12,800","16,200","14,150","55,000","63,350","46,650","60,850","45,000","76,650","39,750","39,750","141,650","148,350","135,000","14,400","14,850","14,000","15,400","15,150","15,650","15,350","23,850","23,850"
2021-05-06,"36,350","36,350","35,850","35,850","13,400","12,050","11,150","14,000","12,800","16,200","14,150","55,000","63,350","46,650","60,000","45,000","75,000","40,250","40,250","146,650","153,350","140,000","14,400","14,850","14,000","15,400","15,150","15,650","15,350","23,500","23,500"
2021-05-07,"36,350","36,350","35,850","35,850","13,400","12,050","11,150","14,000","12,800","16,200","14,150","55,850","63,350","48,350","60,000","45,000","75,000","40,250","40,250","146,650","153,350","140,000","14,400","14,850","14,000","15,400","15,150","15,650","15,350","23,500","23,500"
2021-05-10,"40,850","40,850","36,650","36,650","13,400","12,050","11,150","14,000","12,800","16,200","14,150","65,000","73,350","56,650","62,500","45,000","80,000","40,600","40,600","150,000","155,000","145,000","14,400","14,850","14,000","15,450","15,350","15,650","15,350","23,350","23,350"
2021-05-11,"41,650","41,650","38,350","38,350","13,400","12,050","11,150","14,000","12,800","16,200","14,150","68,750","80,000","57,500","63,750","47,500","80,000","40,900","40,900","153,350","158,350","148,350","14,400","14,850","14,000","15,600","15,850","15,650","15,350","23,350","23,350"
2021-05-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-05-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-05-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-05-17,"37,500","37,500","35,850","35,850","13,400","12,050","11,150","14,000","12,800","16,200","14,150","50,850","61,650","40,000","49,600","36,650","62,500","40,650","40,650","150,000","155,000","145,000","14,400","14,850","14,000","15,600","15,850","15,650","15,350","23,850","23,850"
2021-05-18,"37,500","37,500","35,850","35,850","13,400","12,050","11,150","14,000","12,800","16,200","14,150","50,850","60,000","41,650","49,600","36,650","62,500","40,500","40,500","148,350","153,350","143,350","14,400","14,850","14,000","15,600","15,850","15,650","15,350","23,900","23,900"
2021-05-19,"37,500","37,500","35,850","35,850","13,400","12,050","11,150","14,000","12,800","16,200","14,150","50,850","60,000","41,650","49,600","36,650","62,500","40,000","40,000","148,350","153,350","143,350","14,400","14,850","14,000","15,600","15,850","15,650","15,350","24,100","24,100"
2021-05-20,"37,500","37,500","35,850","35,850","13,400","12,050","11,150","14,000","12,800","16,200","14,150","50,000","60,000","40,000","49,600","36,650","62,500","39,000","39,000","148,350","153,350","143,350","14,400","14,850","14,000","15,900","16,000","16,000","15,650","24,250","24,250"
2021-05-21,"37,500","37,500","35,850","35,850","13,400","12,050","11,150","14,000","12,800","16,200","14,150","50,000","60,000","40,000","49,600","36,650","62,500","38,850","38,850","148,350","153,350","143,350","14,400","14,850","14,000","16,050","16,150","16,000","16,000","24,250","24,250"
2021-05-24,"35,000","35,000","35,850","35,850","13,400","12,050","11,150","14,000","12,800","16,200","14,150","41,250","48,350","34,150","42,500","31,650","53,350","38,150","38,150","148,350","153,350","143,350","14,400","14,850","14,000","16,050","16,150","16,000","16,000","24,350","24,350"
2021-05-25,"34,150","34,150","35,850","35,850","13,400","12,050","11,150","14,000","12,800","16,200","14,150","41,250","48,350","34,150","41,650","31,650","51,650","38,350","38,350","148,350","153,350","143,350","14,400","14,850","14,000","16,050","16,150","16,000","16,000","24,350","24,350"
2021-05-26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2021-05-27,"34,150","34,150","35,850","35,850","13,400","12,050","11,150","14,000","12,800","16,200","14,150","37,900","43,350","32,500","40,400","30,000","50,850","38,150","38,150","148,350","153,350","143,350","14,400","14,850","14,000","16,050","16,150","16,000","16,000","24,350","24,350"
2021-05-28,"34,150","34,150","35,850","35,850","13,400","12,050","11,150","14,000","12,800","16,200","14,150","37,900","41,650","34,150","39,150","29,150","49,150","38,150","38,150","148,350","153,350","143,350","14,400","14,850","14,000","16,050","16,150","16,000","16,000","24,350","24,350"
