Tanggal,Bawang Merah,Bawang Merah Ukuran Sedang,Bawang Putih,Bawang Putih Ukuran Sedang,Beras,Beras Kualitas Bawah I,Beras Kualitas Bawah II,Beras Kualitas Medium I,Beras Kualitas Medium II,Beras Kualitas Super I,Beras Kualitas Super II,Cabai Merah,Cabai Merah Besar,Cabai Merah Keriting ,Cabai Rawit,Cabai Rawit Hijau,Cabai Rawit Merah,Daging Ayam,Daging Ayam Ras Segar,Daging Sapi,Daging Sapi Kualitas 1,Daging Sapi Kualitas 2,Gula Pasir,Gula Pasir Kualitas Premium,Gula Pasir Lokal,Minyak Goreng,Minyak Goreng Curah,Minyak Goreng Kemasan Bermerk 1,Minyak Goreng Kemasan Bermerk 2,Telur Ayam,Telur Ayam Ras Segar
2022-02-11,"40,000","40,000","35,000","35,000","13,450","12,300","11,400","13,950","12,900","16,150","14,100","42,500","42,500","42,500","49,150","45,850","52,500","35,000","35,000","128,350","133,350","123,350","14,600","14,850","14,350","18,900","19,350","18,650","18,650","20,500","20,500"
2022-02-14,"44,150","44,150","35,000","35,000","13,450","12,300","11,400","13,950","12,900","16,150","14,100","41,250","42,500","40,000","47,100","44,150","50,000","35,100","35,100","130,000","135,000","125,000","14,600","14,850","14,350","18,750","19,150","18,500","18,650","20,500","20,500"
2022-02-15,"44,150","44,150","35,000","35,000","13,450","12,300","11,400","13,950","12,900","16,150","14,100","41,250","42,500","40,000","47,100","44,150","50,000","35,100","35,100","130,850","135,850","125,850","14,400","14,650","14,150","18,750","19,150","18,500","18,650","20,500","20,500"
2022-02-16,"44,150","44,150","35,000","35,000","13,450","12,300","11,400","13,950","12,900","16,150","14,100","41,250","42,500","40,000","47,100","44,150","50,000","34,600","34,600","130,850","135,850","125,850","14,400","14,650","14,150","18,750","19,150","18,500","18,650","20,850","20,850"
2022-02-17,"44,150","44,150","35,000","35,000","13,450","12,300","11,400","13,950","12,900","16,150","14,100","41,650","42,500","40,850","46,650","41,650","51,650","34,650","34,650","130,850","135,850","125,850","14,400","14,650","14,150","19,100","19,850","18,500","19,000","20,850","20,850"
2022-02-18,"44,150","44,150","35,000","35,000","13,450","12,300","11,400","13,950","12,900","16,150","14,100","41,650","42,500","40,850","46,650","41,650","51,650","34,650","34,650","133,350","138,350","128,350","14,400","14,650","14,150","19,100","19,850","18,500","19,000","20,850","20,850"
2022-02-21,"43,350","43,350","35,000","35,000","13,450","12,300","11,400","13,950","12,900","16,150","14,100","44,150","44,150","44,150","47,900","40,000","55,850","34,650","34,650","134,150","139,150","129,150","14,400","14,650","14,150","19,050","19,650","18,500","19,000","21,150","21,150"
2022-02-22,"43,350","43,350","35,000","35,000","13,450","12,300","11,400","13,950","12,900","16,150","14,100","44,600","44,150","45,000","50,000","40,000","60,000","34,650","34,650","134,150","139,150","129,150","14,400","14,650","14,150","18,950","19,350","18,500","19,000","21,650","21,650"
2022-02-23,"45,000","45,000","35,000","35,000","13,450","12,300","11,400","13,950","12,900","16,150","14,100","54,600","51,650","57,500","56,650","41,650","71,650","34,850","34,850","135,850","140,850","130,850","14,600","15,000","14,150","18,950","19,350","18,500","19,000","21,850","21,850"
2022-02-24,"42,500","42,500","35,000","35,000","13,450","12,300","11,400","13,950","12,900","16,150","14,100","51,650","50,000","53,350","55,000","40,000","70,000","35,150","35,150","135,850","140,850","130,850","14,600","15,000","14,150","18,950","19,350","18,500","19,000","21,850","21,850"
2022-02-25,"42,500","42,500","35,000","35,000","13,450","12,300","11,400","13,950","12,900","16,150","14,100","48,350","48,350","48,350","50,850","40,000","61,650","35,500","35,500","140,000","145,000","135,000","14,600","15,000","14,150","18,950","19,350","18,500","19,000","22,000","22,000"
2022-02-28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-03-01,"43,350","43,350","35,000","35,000","13,450","12,300","11,400","13,950","12,900","16,150","14,100","52,100","56,650","47,500","54,600","40,000","69,150","35,650","35,650","140,000","145,000","135,000","14,600","15,000","14,150","19,000","19,500","18,500","19,000","22,000","22,000"
2022-03-02,"43,350","43,350","35,000","35,000","13,450","12,300","11,400","13,950","12,900","16,150","14,100","52,100","56,650","47,500","56,650","40,850","72,500","35,650","35,650","140,000","145,000","135,000","14,600","15,000","14,150","18,900","19,150","18,500","19,000","22,650","22,650"
2022-03-03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-03-04,"42,500","42,500","35,000","35,000","13,450","12,300","11,400","13,950","12,900","16,150","14,100","54,150","60,000","48,350","57,900","43,350","72,500","36,000","36,000","140,000","145,000","135,000","14,600","15,000","14,150","18,900","19,150","18,500","19,000","23,350","23,350"
2022-03-07,"41,650","41,650","35,000","35,000","13,450","12,300","11,400","13,950","12,900","16,150","14,100","57,100","60,850","53,350","61,650","41,650","81,650","36,350","36,350","140,000","145,000","135,000","14,600","15,000","14,150","18,900","19,150","18,500","19,000","24,500","24,500"
2022-03-08,"41,650","41,650","35,000","35,000","13,450","12,300","11,400","13,950","12,900","16,150","14,100","57,900","60,850","55,000","62,100","41,650","82,500","36,600","36,600","140,000","145,000","135,000","14,600","15,000","14,150","18,800","18,750","18,550","18,850","24,500","24,500"
2022-03-09,"41,650","41,650","35,000","35,000","13,450","12,300","11,400","13,950","12,900","16,150","14,100","57,900","60,850","55,000","62,100","41,650","82,500","36,850","36,850","140,000","145,000","135,000","14,600","15,000","14,150","18,900","18,750","18,750","19,000","24,650","24,650"
2022-03-10,"38,350","38,350","35,000","35,000","13,450","12,300","11,400","13,950","12,900","16,150","14,100","57,100","60,850","53,350","61,250","41,650","80,850","36,850","36,850","140,000","145,000","135,000","14,600","15,000","14,150","19,100","18,650","20,000","19,750","24,650","24,650"
2022-03-11,"38,350","38,350","35,000","35,000","13,450","12,300","11,400","13,950","12,900","16,150","14,100","57,100","60,850","53,350","61,250","41,650","80,850","36,650","36,650","140,000","145,000","135,000","14,600","15,000","14,150","18,850","18,650","18,750","19,000","24,850","24,850"
2022-03-14,"38,350","38,350","36,650","36,650","13,450","12,300","11,400","13,950","12,900","16,150","14,100","57,500","61,650","53,350","58,350","42,500","74,150","36,850","36,850","141,500","145,850","137,150","14,600","15,000","14,150","18,700","18,000","20,000","19,750","24,650","24,650"
2022-03-15,"38,350","38,350","36,650","36,650","13,450","12,300","11,400","13,950","12,900","16,150","14,100","57,500","61,650","53,350","57,100","40,850","73,350","36,850","36,850","140,850","145,850","135,850","14,600","15,000","14,150","18,850","18,150","20,000","19,750","24,850","24,850"
2022-03-16,"37,500","37,500","36,650","36,650","13,450","12,300","11,400","13,950","12,900","16,150","14,100","55,000","58,350","51,650","56,650","40,850","72,500","36,850","36,850","140,850","145,850","135,850","14,600","15,000","14,150","18,850","18,150","20,000","19,750","24,850","24,850"
2022-03-17,"37,500","37,500","36,650","36,650","13,450","12,300","11,400","13,950","12,900","16,150","14,100","55,000","58,350","51,650","56,650","40,850","72,500","36,850","36,850","140,850","145,850","135,850","14,600","15,000","14,150","19,100","18,850","20,000","19,750","24,850","24,850"
2022-03-18,"37,500","37,500","36,650","36,650","13,450","12,300","11,400","13,950","12,900","16,150","14,100","55,000","58,350","51,650","56,650","40,850","72,500","36,650","36,650","140,850","145,850","135,850","14,600","15,000","14,150","19,850","20,000","20,000","19,750","24,850","24,850"
2022-03-21,"37,500","37,500","36,650","36,650","13,450","12,300","11,400","13,950","12,900","16,150","14,100","53,750","58,350","49,150","52,100","40,000","64,150","36,650","36,650","140,850","145,850","135,850","14,600","15,000","14,150","20,650","20,650","20,000","20,000","25,000","25,000"
2022-03-22,"37,500","37,500","37,150","37,150","13,450","12,300","11,400","13,950","12,900","16,150","14,100","55,400","60,000","50,850","52,100","40,000","64,150","36,650","36,650","140,850","145,850","135,850","14,600","15,000","14,150","21,000","21,000","20,000","20,000","25,000","25,000"
2022-03-23,"37,500","37,500","37,150","37,150","13,450","12,300","11,400","13,950","12,900","16,150","14,100","55,400","60,000","50,850","52,100","40,000","64,150","37,000","37,000","140,850","145,850","135,850","14,600","15,000","14,150","21,000","21,000","20,000","20,000","25,000","25,000"
2022-03-24,"36,650","36,650","37,150","37,150","13,450","12,300","11,400","13,950","12,900","16,150","14,100","55,400","60,000","50,850","51,250","40,000","62,500","37,150","37,150","140,850","145,850","135,850","14,600","15,000","14,150","21,400","21,500","20,000","20,000","25,000","25,000"
2022-03-25,"36,650","36,650","37,150","37,150","13,450","12,300","11,400","13,950","12,900","16,150","14,100","55,400","60,000","50,850","51,250","40,000","62,500","37,150","37,150","140,850","145,850","135,850","14,600","15,000","14,150","21,500","21,850","20,000","20,000","25,000","25,000"
2022-03-28,"36,650","36,650","38,500","38,500","13,450","12,300","11,400","13,950","12,900","16,150","14,100","50,850","56,650","45,000","51,250","40,850","61,650","37,750","37,750","140,850","145,850","135,850","14,750","15,150","14,350","21,500","21,850","20,000","20,000","25,150","25,150"
2022-03-29,"36,650","36,650","38,500","38,500","13,450","12,300","11,400","13,950","12,900","16,150","14,100","50,850","56,650","45,000","51,250","40,850","61,650","38,250","38,250","140,850","145,850","135,850","14,750","15,150","14,350","21,500","21,850","20,000","20,000","25,350","25,350"
2022-03-30,"36,650","36,650","38,500","38,500","13,450","12,300","11,400","13,950","12,900","16,150","14,100","50,850","56,650","45,000","51,250","40,850","61,650","39,100","39,100","140,850","145,850","135,850","14,750","15,150","14,350","22,150","22,500","20,000","20,000","25,350","25,350"
2022-03-31,"37,500","37,500","38,500","38,500","13,450","12,300","11,400","13,950","12,900","16,150","14,100","51,250","56,650","45,850","49,600","39,150","60,000","39,500","39,500","140,850","145,850","135,850","14,750","15,150","14,350","22,150","22,500","20,000","20,000","25,350","25,350"
2022-04-01,"37,500","37,500","38,500","38,500","13,450","12,300","11,400","13,950","12,900","16,150","14,100","51,250","56,650","45,850","49,600","39,150","60,000","40,000","40,000","140,850","145,850","135,850","14,750","15,150","14,350","22,150","22,500","20,000","20,000","25,350","25,350"
2022-04-04,"38,350","38,350","39,000","39,000","13,450","12,300","11,400","13,950","12,900","16,150","14,100","58,750","63,350","54,150","50,850","39,150","62,500","40,150","40,150","144,150","149,150","139,150","15,150","15,500","14,850","23,350","23,350","23,000","23,000","25,350","25,350"
2022-04-05,"39,150","39,150","39,350","39,350","13,450","12,300","11,400","13,950","12,900","16,150","14,100","58,350","63,350","53,350","55,400","47,500","63,350","40,100","40,100","144,150","149,150","139,150","15,150","15,500","14,850","22,850","22,850","23,000","23,000","25,350","25,350"
2022-04-06,"39,150","39,150","39,350","39,350","13,450","12,300","11,400","13,950","12,900","16,150","14,100","58,350","63,350","53,350","60,400","57,500","63,350","40,150","40,150","144,150","149,150","139,150","15,150","15,500","14,850","23,500","22,850","26,000","26,000","25,150","25,150"
2022-04-07,"39,150","39,150","39,350","39,350","13,450","12,300","11,400","13,950","12,900","16,150","14,100","58,350","65,000","51,650","61,250","59,150","63,350","40,150","40,150","144,150","149,150","139,150","15,250","15,650","14,850","23,650","23,000","26,000","26,000","25,150","25,150"
2022-04-08,"36,650","36,650","39,350","39,350","13,450","12,300","11,400","13,950","12,900","16,150","14,100","53,350","60,000","46,650","54,600","50,850","58,350","40,150","40,150","144,150","149,150","139,150","15,250","15,650","14,850","23,500","22,850","26,000","26,000","25,150","25,150"
2022-04-11,"36,350","36,350","39,350","39,350","13,450","12,300","11,400","13,950","12,900","16,150","14,100","48,750","56,650","40,850","44,150","40,000","48,350","39,350","39,350","144,150","149,150","139,150","15,250","15,650","14,850","23,950","22,650","26,000","26,000","25,000","25,000"
2022-04-12,"36,350","36,350","39,350","39,350","13,450","12,300","11,400","13,950","12,900","16,150","14,100","48,750","56,650","40,850","44,150","40,000","48,350","39,350","39,350","146,650","152,500","140,850","15,100","16,000","14,850","23,950","22,650","26,000","26,000","25,000","25,000"
2022-04-13,"37,150","37,150","39,650","39,650","13,450","12,300","11,400","13,950","12,900","16,150","14,100","47,100","53,350","40,850","41,250","38,350","44,150","39,000","39,000","146,650","152,500","140,850","15,250","16,000","15,000","23,950","22,650","26,000","26,000","24,500","24,500"
2022-04-14,"38,000","38,000","39,650","39,650","13,450","12,300","11,400","13,950","12,900","16,150","14,100","46,250","51,650","40,850","40,850","37,500","44,150","39,100","39,100","146,650","152,500","140,850","15,250","16,000","15,000","23,650","21,850","26,000","26,000","24,350","24,350"
2022-04-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-04-18,"39,650","39,650","41,350","41,350","13,450","12,300","11,400","13,950","12,900","16,150","14,100","44,600","50,000","39,150","40,000","39,150","40,850","38,750","38,750","146,650","152,500","140,850","15,350","16,500","15,000","23,550","21,500","26,000","26,000","24,350","24,350"
2022-04-19,"39,650","39,650","41,350","41,350","13,450","12,300","11,400","13,950","12,900","16,150","14,100","45,400","50,000","40,850","40,000","39,150","40,850","38,600","38,600","146,650","152,500","140,850","15,350","16,500","15,000","23,550","21,500","26,000","26,000","24,650","24,650"
2022-04-20,"39,650","39,650","41,350","41,350","13,450","12,300","11,400","13,950","12,900","16,150","14,100","45,400","50,000","40,850","40,000","39,150","40,850","38,600","38,600","146,650","152,500","140,850","15,350","16,500","15,000","23,550","21,500","26,000","26,000","25,350","25,350"
2022-04-21,"39,650","39,650","41,350","41,350","13,450","12,300","11,400","13,950","12,900","16,150","14,100","44,600","50,000","39,150","40,000","39,150","40,850","38,600","38,600","146,650","152,500","140,850","15,350","16,500","15,000","23,550","21,500","26,000","26,000","25,500","25,500"
2022-04-22,"39,650","39,650","41,350","41,350","13,450","12,300","11,400","13,950","12,900","16,150","14,100","44,600","50,000","39,150","40,000","39,150","40,850","39,000","39,000","146,650","152,500","140,850","15,350","16,500","15,000","23,550","21,500","26,000","26,000","25,500","25,500"
2022-04-25,"45,000","45,000","41,650","41,650","13,450","12,300","11,400","13,950","12,900","16,150","14,100","48,350","51,650","45,000","44,250","42,650","45,850","40,350","40,350","150,000","155,850","144,150","15,650","16,250","15,350","23,600","21,150","26,500","26,000","26,000","26,000"
2022-04-26,"46,650","46,650","41,650","41,650","13,450","12,300","11,400","13,950","12,900","16,150","14,100","57,100","65,850","48,350","44,650","42,650","46,650","41,500","41,500","150,000","155,850","144,150","15,750","16,500","15,350","24,100","21,150","26,500","25,650","26,150","26,150"
2022-04-27,"45,850","45,850","42,500","42,500","13,450","12,300","11,400","13,950","12,900","16,150","14,100","58,350","69,150","47,500","46,750","42,650","50,850","41,500","41,500","150,000","155,850","144,150","15,350","15,500","15,350","24,300","21,350","27,000","25,650","26,350","26,350"
2022-04-28,"45,850","45,850","43,350","43,350","13,450","12,300","11,400","13,950","12,900","16,150","14,100","58,750","70,000","47,500","46,750","42,650","50,850","42,850","42,850","150,000","155,850","144,150","15,600","16,250","15,350","24,300","21,350","27,000","25,650","26,500","26,500"
2022-04-29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-05-02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-05-03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-05-04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-05-05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-05-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-05-09,"40,000","40,000","42,500","42,500","13,450","12,300","11,400","13,950","12,900","16,150","14,100","50,400","57,500","43,350","41,250","39,150","43,350","41,850","41,850","146,650","152,500","140,850","15,650","16,000","15,350","23,900","20,850","25,750","26,150","26,850","26,850"
2022-05-10,"40,000","40,000","40,850","40,850","13,450","12,300","11,400","13,950","12,900","16,150","14,100","45,850","50,850","40,850","40,000","38,350","41,650","40,650","40,650","146,650","152,500","140,850","15,650","16,000","15,350","24,150","20,850","25,500","26,150","26,850","26,850"
2022-05-11,"40,000","40,000","40,850","40,850","13,450","12,300","11,400","13,950","12,900","16,150","14,100","45,850","50,850","40,850","40,000","38,350","41,650","40,100","40,100","146,650","152,500","140,850","15,650","16,000","15,350","23,900","20,850","25,750","26,150","26,500","26,500"
2022-05-12,"45,000","45,000","42,850","42,850","13,450","12,300","11,400","13,950","12,900","16,150","14,100","45,850","50,850","40,850","39,150","37,500","40,850","39,750","39,750","146,650","152,500","140,850","15,650","16,000","15,350","23,900","20,850","25,750","26,150","26,500","26,500"
2022-05-13,"47,500","47,500","42,850","42,850","13,400","12,250","11,350","13,900","12,850","16,100","14,050","46,650","52,500","40,850","39,150","37,500","40,850","39,400","39,400","146,650","152,500","140,850","15,650","16,000","15,350","23,900","20,850","26,500","26,150","26,500","26,500"
2022-05-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-05-17,"50,850","50,850","40,350","40,350","13,400","12,250","11,350","13,900","12,850","16,100","14,050","53,350","62,500","44,150","42,100","39,150","45,000","37,650","37,650","146,650","152,500","140,850","15,650","16,000","15,350","24,100","20,650","25,750","26,150","26,650","26,650"
2022-05-18,"50,850","50,850","40,350","40,350","13,400","12,250","11,350","13,900","12,850","16,100","14,050","54,600","62,500","46,650","46,650","43,350","50,000","36,850","36,850","146,650","152,500","140,850","15,650","16,000","15,350","24,100","20,650","25,750","26,150","26,850","26,850"
2022-05-19,"50,850","50,850","40,350","40,350","13,400","12,200","11,300","13,900","12,850","16,100","14,000","56,250","62,500","50,000","53,750","47,500","60,000","36,850","36,850","146,650","152,500","140,850","15,650","16,000","15,350","24,100","20,650","25,750","26,150","27,500","27,500"
2022-05-20,"50,850","50,850","40,350","40,350","13,400","12,200","11,300","13,900","12,850","16,100","14,000","56,250","62,500","50,000","54,600","49,150","60,000","36,850","36,850","146,650","152,500","140,850","15,650","16,000","15,350","24,100","20,650","25,750","26,150","27,500","27,500"
2022-05-23,"52,500","52,500","41,150","41,150","13,400","12,200","11,300","13,900","12,850","16,100","14,000","57,900","65,850","50,000","57,500","55,000","60,000","36,000","36,000","146,650","152,500","140,850","15,650","16,000","15,350","23,350","19,850","25,750","25,500","27,850","27,850"
2022-05-24,"51,650","51,650","41,150","41,150","13,400","12,200","11,300","13,900","12,850","16,100","14,000","59,150","65,000","53,350","59,600","55,000","64,150","35,850","35,850","146,650","152,500","140,850","15,650","16,000","15,350","23,600","19,850","25,500","25,500","28,000","28,000"
2022-05-25,"51,650","51,650","41,150","41,150","13,400","12,200","11,300","13,900","12,850","16,100","14,000","60,400","65,000","55,850","63,750","57,500","70,000","35,850","35,850","146,650","152,500","140,850","15,650","16,000","15,350","23,600","19,850","25,500","25,500","28,000","28,000"
2022-05-26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-05-27,"51,650","51,650","41,150","41,150","13,400","12,200","11,300","13,900","12,850","16,100","14,000","60,400","66,650","54,150","62,500","55,000","70,000","36,350","36,350","146,650","152,500","140,850","15,650","16,000","15,350","23,700","19,850","25,500","25,850","28,150","28,150"
2022-05-30,"50,850","50,850","40,850","40,850","13,400","12,200","11,300","13,900","12,850","16,100","14,000","64,600","71,650","57,500","65,000","58,350","71,650","37,850","37,850","146,650","152,500","140,850","15,650","16,000","15,350","23,450","18,700","25,850","25,850","28,350","28,350"
2022-05-31,"50,850","50,850","40,500","40,500","13,400","12,200","11,300","13,900","12,850","16,100","14,000","65,400","71,650","59,150","65,850","58,350","73,350","38,150","38,150","146,650","152,500","140,850","15,650","16,000","15,350","23,450","18,700","25,850","25,850","28,650","28,650"
2022-06-01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2022-06-02,"50,850","50,850","40,500","40,500","13,400","12,200","11,300","13,900","12,850","16,100","14,050","65,400","71,650","59,150","66,650","60,000","73,350","38,500","38,500","146,650","152,500","140,850","15,650","16,000","15,350","23,350","18,400","25,850","25,850","28,850","28,850"
2022-06-03,"50,850","50,850","40,500","40,500","13,400","12,200","11,300","13,900","12,850","16,100","14,050","66,250","71,650","60,850","68,750","60,000","77,500","37,850","37,850","146,650","152,500","140,850","15,650","16,000","15,350","23,350","18,400","25,850","25,850","28,450","28,450"
2022-06-06,"55,000","55,000","40,500","40,500","13,400","12,200","11,300","13,900","12,850","16,100","14,050","72,500","75,850","69,150","86,650","73,350","100,000","38,500","38,500","146,650","152,500","140,850","15,650","16,000","15,350","23,250","18,050","25,850","25,850","29,500","29,500"
2022-06-07,"56,650","56,650","40,500","40,500","13,400","12,200","11,300","13,900","12,850","16,100","14,050","76,650","77,500","75,850","90,000","76,650","103,350","39,500","39,500","146,650","152,500","140,850","15,650","16,000","15,350","23,250","18,050","25,850","25,850","29,500","29,500"
2022-06-08,"57,500","57,500","40,500","40,500","13,400","12,200","11,300","13,900","12,850","16,100","14,050","77,900","79,150","76,650","90,000","76,650","103,350","40,350","40,350","146,650","152,500","140,850","15,650","16,000","15,350","23,250","18,050","25,850","25,850","29,250","29,250"
2022-06-09,"57,500","57,500","40,500","40,500","13,400","12,200","11,300","13,900","12,850","16,100","14,050","77,900","79,150","76,650","90,000","76,650","103,350","40,650","40,650","146,650","152,500","140,850","15,650","16,000","15,350","23,250","18,050","25,850","25,850","29,250","29,250"
2022-06-10,"57,500","57,500","40,500","40,500","13,400","12,200","11,300","13,900","12,850","16,100","14,050","77,100","77,500","76,650","87,500","76,650","98,350","40,650","40,650","146,650","152,500","140,850","15,650","16,000","15,350","23,200","17,900","25,850","25,850","29,100","29,100"
2022-06-13,"58,350","58,350","40,500","40,500","13,400","12,200","11,300","13,900","12,850","16,100","14,050","83,750","79,150","88,350","93,350","80,000","106,650","40,350","40,350","146,650","152,500","140,850","15,650","16,000","15,350","23,150","17,900","25,850","25,650","28,850","28,850"
2022-06-14,"59,150","59,150","40,500","40,500","13,400","12,200","11,300","13,900","12,850","16,100","14,050","88,350","86,650","90,000","99,150","81,650","116,650","40,350","40,350","146,650","152,500","140,850","15,650","16,000","15,350","23,050","17,650","25,850","25,650","29,000","29,000"
2022-06-15,"59,150","59,150","40,500","40,500","13,400","12,200","11,300","13,900","12,850","16,100","14,050","88,350","86,650","90,000","99,150","81,650","116,650","40,150","40,150","146,650","152,500","140,850","15,650","16,000","15,350","21,000","17,650","25,750","25,500","29,000","29,000"
2022-06-16,"60,850","60,850","40,000","40,000","13,400","12,200","11,300","13,900","12,850","16,100","14,050","88,350","86,650","90,000","99,150","81,650","116,650","40,150","40,150","146,650","152,500","140,850","15,650","16,000","15,350","20,650","17,300","25,750","25,500","29,000","29,000"
2022-06-17,"60,850","60,850","40,000","40,000","13,400","12,200","11,300","13,900","12,850","16,100","14,050","90,000","86,650","93,350","99,150","81,650","116,650","39,850","39,850","146,650","152,500","140,850","15,650","16,000","15,350","22,200","17,300","25,750","25,350","28,850","28,850"
2022-06-20,"60,850","60,850","40,000","40,000","13,400","12,200","11,300","13,900","12,850","16,100","14,050","89,150","85,000","93,350","98,350","80,000","116,650","38,750","38,750","146,650","152,500","140,850","15,650","16,000","15,350","20,600","17,150","25,750","25,500","28,900","28,900"
2022-06-21,"60,850","60,850","40,000","40,000","13,100","11,800","10,900","13,500","12,450","15,850","14,050","89,150","85,000","93,350","99,150","80,000","118,350","39,850","39,850","145,850","151,400","140,300","15,750","16,150","15,300","20,400","16,950","25,500","25,100","28,650","28,650"
2022-06-22,"60,850","60,850","39,150","39,150","13,400","12,200","11,300","13,900","12,850","16,100","14,050","89,150","85,000","93,350","98,350","78,350","118,350","38,500","38,500","146,650","152,500","140,850","15,650","16,000","15,350","20,600","17,150","25,750","25,500","28,650","28,650"
2022-06-23,"60,850","60,850","39,150","39,150","13,400","12,200","11,300","13,900","12,850","16,100","14,050","89,150","85,000","93,350","99,150","78,350","120,000","38,350","38,350","146,650","152,500","140,850","15,650","16,000","15,350","20,600","17,150","25,750","25,500","28,500","28,500"
2022-06-24,"60,850","60,850","39,150","39,150","13,400","12,200","11,300","13,900","12,850","16,100","14,050","89,150","85,000","93,350","99,150","78,350","120,000","38,850","38,850","146,650","152,500","140,850","15,650","16,000","15,350","20,600","17,150","25,750","25,500","28,350","28,350"
2022-06-27,"60,850","60,850","39,150","39,150","13,400","12,200","11,300","13,900","12,850","16,100","14,050","91,250","85,000","97,500","101,650","83,350","120,000","38,850","38,850","146,650","152,500","140,850","15,500","15,650","15,350","22,100","16,950","25,750","25,350","28,100","28,100"
2022-06-28,"68,350","68,350","39,150","39,150","13,400","12,200","11,300","13,900","12,850","16,100","14,050","91,250","85,000","97,500","101,650","83,350","120,000","38,850","38,850","146,650","152,500","140,850","15,500","15,650","15,350","22,100","16,950","25,750","25,350","28,100","28,100"
2022-06-29,"75,000","75,000","39,150","39,150","13,400","12,200","11,300","13,900","12,850","16,100","14,050","90,400","85,000","95,850","101,650","83,350","120,000","39,000","39,000","146,650","152,500","140,850","15,500","15,650","15,350","22,100","16,950","25,750","25,350","28,100","28,100"
2022-06-30,"75,000","75,000","39,150","39,150","13,400","12,150","11,250","13,850","12,800","16,100","14,050","90,400","85,000","95,850","101,650","83,350","120,000","39,000","39,000","146,650","152,500","140,850","15,500","15,650","15,350","22,100","16,950","25,750","25,350","28,100","28,100"
2022-07-01,"75,000","75,000","39,150","39,150","13,400","12,150","11,250","13,850","12,800","16,100","14,050","92,900","86,650","99,150","102,500","85,000","120,000","39,000","39,000","146,650","152,500","140,850","15,500","15,650","15,350","22,100","16,950","25,750","25,350","27,750","27,750"
2022-07-04,"81,650","81,650","38,350","38,350","13,400","12,150","11,250","13,850","12,800","16,100","14,050","100,850","96,650","105,000","105,000","90,000","120,000","38,100","38,100","145,850","151,650","140,000","15,150","15,150","15,150","20,200","16,250","25,750","25,250","27,850","27,850"
2022-07-05,"81,650","81,650","38,350","38,350","13,400","12,150","11,250","13,850","12,800","16,100","14,050","100,850","96,650","105,000","105,000","90,000","120,000","38,150","38,150","145,850","151,650","140,000","15,150","15,150","15,150","21,750","16,250","25,750","25,150","27,850","27,850"
2022-07-06,"80,850","80,850","38,350","38,350","13,400","12,150","11,250","13,850","12,800","16,100","14,050","101,650","96,650","106,650","107,100","93,350","120,850","38,150","38,150","145,850","151,650","140,000","15,150","15,150","15,150","21,750","16,250","25,750","25,150","27,850","27,850"
2022-07-07,"77,150","77,150","38,700","38,700","13,400","12,200","11,250","13,950","12,900","15,950","14,000","97,900","95,000","100,850","106,400","92,000","120,850","38,150","38,150","146,400","152,200","140,550","15,150","15,150","15,150","21,900","16,550","25,750","25,150","27,700","27,700"
2022-07-08,"80,850","80,850","38,350","38,350","13,400","12,150","11,250","13,850","12,800","16,100","14,050","99,600","96,650","102,500","107,900","95,000","120,850","39,250","39,250","145,850","151,650","140,000","15,150","15,150","15,150","21,750","16,250","25,750","25,150","27,850","27,850"
2022-07-11,"76,650","76,650","38,350","38,350","13,400","12,150","11,250","13,850","12,800","16,100","14,050","132,500","126,650","138,350","113,750","98,350","129,150","39,250","39,250","145,850","151,650","140,000","15,150","15,150","15,150","21,500","15,750","25,750","25,000","28,350","28,350"
2022-07-12,"77,200","77,200","38,000","38,000","13,900","12,800","11,900","14,500","13,400","16,650","14,200","131,400","131,650","131,100","114,850","97,200","132,500","38,200","38,200","147,100","153,350","140,850","15,100","15,150","15,050","21,700","15,700","26,250","25,200","28,350","28,350"
